資料番号,書誌ID,書誌情報,請求記号,巻冊次等／表示用巻号／製本巻号,学年,利用者区分名称,所属名称,貸出カウンタ種別名称,返却カウンタ種別名称,和洋区分名称,所在名称,貸出日,貸出時刻,貸出曜日,返却日,返却時刻
00100029920,TT21750958,"ヴォート基礎生化学 / D.Voet, J.G.Voet, C.W.Pratt著 ; 田宮信雄 [ほか] 訳. -- 第3版. -- 東京化学同人, 2010.1. -- xx, 730p ; 30cm.",RA71/0591,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,112614,4,20160610,121644
00120285204,TT21921121,"Aesop's fables. -- Thomson/Heinle, [200-]. -- 238 p. : ill. ; 21 cm. -- (The Heinle reading library . Illustrated classics collection).",KS61/46,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,112730,4,20160602,213316
00030190163,TT21131938,"競争戦略論 / マイケル・E・ポーター著 ; 竹内弘高訳 ; 1, 2. -- ダイヤモンド社, 1999. -- 2冊 ; 20cm.",DH215/0297,2,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,113618,4,20160606,115333
00950320130,TT20363609,"競争の戦略 / M.E.ポーター著 ; 土岐坤, 中辻萬治, 服部照夫訳. -- 新訂. -- ダイヤモンド社, 1995.3. -- xvi, 481p : 挿図 ; 22cm.",DH211/099,,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,113623,4,20160606,115343
00060263519,TT21592406,"グローバル企業の成功戦略 : MITチームの調査研究による / スザンヌ・バーガー, MIT産業生産性センター著 ; 楡井浩一訳. -- 草思社, 2006.9. -- 402p : 挿図 ; 20cm.",DH111/0425,,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,113626,4,20160606,115336
00120068014,TT21888424,"国家は破綻する : 金融危機の800年 / カーメン・M・ラインハート, ケネス・S・ロゴフ著 ; 村井章子訳. -- 日経BP社. -- xvi, 588p ; 21cm.",DF211/09,,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,113629,4,20160607,094208
00950044278,TT20032921,"競争優位の戦略 : いかに高業績を持続させるか / M.E.ポーター著 ; 土岐坤, 中辻萬治, 小野寺武夫訳. -- ダイヤモンド社, 1985.12. -- xxii, 659p : 挿図 ; 22cm.",DH211/0113,,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,113633,4,20160607,094157
00140242799,TT21715754,"Recycling / Sue Stewart ; : pbk, : [book with 2audio CDs], : [2 audio CDs]. -- Oxford University Press, c2008. -- 72 p. : col. ill. ; 22 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Factfiles ; stage 3).",KS61/15,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114121,4,20160603,104128
00140231981,TT21920154,"Anne of Green Gables / Lucy Maud Montgomery ; retold by Anne Collins ; : [pbk], : pack. -- Pearson Education, 2007. -- iv, 60 p. : col. ill. ; 21 cm. + 1 CD-ROM & audio. -- (Penguin active reading ; level 2).",KS61/47,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,114133,4,20160602,162631
00140291306,TT21932782,"Mr Football / Janet Olearski. -- Helbling Languages, 2009. -- 94 p. : col. ill. ; 21 cm. + 1 sound disc (4 3/4 in.). -- (Helbling readers / series editor Maria Cleary ;  Red series . Fiction ; level 3).",KS61/50,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,114138,4,20160602,162630
00140291879,TT21920197,"Stories of other worlds / H.G. Wells ; retold by Annette Keen ; [illustrations by Adam Hunter Peck ... et al.] ; : pack, : pbk. -- Pearson Education, 2010. -- iv, 60 p. : col. ill. ; 21 cm. + 2 CD-ROM & audio. -- (Penguin active reading ; Level 2).",KS61/47,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,114142,4,20160602,162626
00110371542,TT21716373,"Apollo's gold / Antoinette Moses. -- [book and CD pack ed.]. -- Cambridge University Press, 1999. -- 48 p. : ill. ; 20 cm. + 1 sound disc. -- (Cambridge English readers ; level 2).",KS61/16,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,114146,4,20160609,213245
00140356101,TT21812794,"Long‐ago stories of Japan / Carla Valentine ; [v. 1], v. 2, v. 3. -- IBCパブリッシング, 2009-. -- v. : ill. ; 18 cm. -- (洋販ラダーシリーズ ; Level 1(1000‐word)).",KS61/25,v. 3,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114207,4,20160616,161515
01860201626,TT20002609,"スターリン体制下の権力と法 : 社会主義的合法性原理の形成過程 / 小田博著. -- 岩波書店, 1986.2. -- vi, 357, 16p ; 22cm.",AR5-121/02,,03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,114400,4,20160602,140541
00110282351,TT21853442,"金色梦? : Golden slumbers / (日本)伊坂幸太郎著 ; 李彦??. -- ?林出版社, 2010.10. -- 428p ; 21cm. -- (青?文? . 伊坂幸太郎系列 03).",KH196/054,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,114420,4,20160621,162220
00130278548,TT21963722,知日 : ZHI JP. it is Japan / ?静主? ; 毛丹青?深主? ; 01 - 26. -- 吉林出版集? (出版). -- 册 : 図版 ; 26cm.,GB63/0106,[04],01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,114443,4,20160621,162223
00140337036,TT21963722,知日 : ZHI JP. it is Japan / ?静主? ; 毛丹青?深主? ; 01 - 26. -- 吉林出版集? (出版). -- 册 : 図版 ; 26cm.,GB63/0106,17,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,114448,4,20160621,162225
00110311465,TT21857609,"TOEIC test英単語スピードマスター問題集 / 成重寿, ビッキー・グラス著. -- Jリサーチ出版, 2010.11. -- 279p ; 19cm.",KS14/0266,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,114559,4,20160615,115633
00110400383,TT21765235,"Ghost in the guitar / Paul Shipton ; [book], [book and CD pack]. -- Pearson Education, 2008. -- iv, 43 p. : col. ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,[book and CD pack],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114733,4,20160606,082617
00140356880,TT21865397,"Romeo and Juliet / William Shakespeare ; adapted by Nina Wegner. -- IBCパブリッシング, 2011.12. -- 118 p. ; 18 cm. -- (洋販ラダーシリーズ ; Level 2 (1300-word)).",KS61/25,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114801,4,20160610,161618
00140394087,TT22006635,"Dr. Jekyll and Mr. Hyde / by R.L. Stevenson. -- 新版. -- IBCパブリッシング, 2014.6. -- 126 p. : ill. ; 18 cm. -- (洋販ラダーシリーズ ; Level 2(1300-word)).",KS61/25,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114804,4,20160615,142654
00140356531,TT21812947,"Roman holiday / Ian McLellan Hunter ; retold by Nina Wegner. -- IBCパブリッシング, 2011.2. -- 111 p. ; 18 cm. -- (洋販ラダーシリーズ ; Level 2 (1300‐word)).",KS61/25,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,114806,4,20160610,161616
00910274394,TT20166871,"複素関数論 : 物理のための数学入門 / 有馬朗人, 神部勉著. -- 共立出版, 1991.12. -- vii, 220p ; 21cm.",MA115/0111,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,115143,4,20160731,172232
00140067676,TT21930280,"仏独共同通史第一次世界大戦 / ジャン=ジャック・ベッケール, ゲルト・クルマイヒ [著] ; 剣持久木, 西山暁義訳 ; 上, 下. -- 岩波書店, 2012.3. -- 2冊 ; 20cm.",GA78/021,下,02,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,115411,4,20160616,125017
00140067668,TT21930280,"仏独共同通史第一次世界大戦 / ジャン=ジャック・ベッケール, ゲルト・クルマイヒ [著] ; 剣持久木, 西山暁義訳 ; 上, 下. -- 岩波書店, 2012.3. -- 2冊 ; 20cm.",GA78/021,上,02,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,115423,4,20160616,125016
00130060448,TT21234585,"ドイツ史 / 木村靖二編. -- 新版. -- 山川出版社, 2001.8. -- vii, 409, 97p, 図版 [4] p : 挿図, 地図 ; 20cm. -- (世界各国史 ; 13).",GA32/053,,02,学生,文学部,本館メインカウンター,,和書,本館2F学閲,20160601,115427,4,,
00140330352,TT22004968,"A Christmas carol / Charles Dickens ; retold by Sheila Lyne and Ken Methold. -- Compass Publishing, c2009. -- 72 p. : col. ill. ; 21 cm. + 1 sound disc (4 3/4 in.). -- (Compass classic readers ; Level 3).",KS61/100,[with audio CD(MP3 format)],02,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,115430,4,20160614,101649
00140124475,TT21983811,"第一次世界大戦 / 木村靖二著. -- 筑摩書房, 2014.7. -- 227p : 挿図, 地図 ; 18cm. -- (ちくま新書 ; 1082).",US1/0207/1082,,02,学生,文学部,本館メインカウンター,,和書,本館1F学閲新書ちくま新書,20160601,115437,4,,
00090329126,TT21765500,"The time machine / H.G. Wells ; retold by David Maule ; : [CD pack]. -- Pearson Education, 2008. -- ix, 76 p. : ill. ; 20 cm. -- (Penguin readers ; level 4).",KS61/19,[with audio CD],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders緑,20160601,115942,4,20160621,214059
00110407115,TT21765523,"Inventions that changed the world / David Maule ; [book], [book and CD pack]. -- Pearson Education, 2008. -- v, 64 p. : ill. ; 20 cm. -- (Penguin readers ; level 4).",KS61/19,[book and CD pack],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders緑,20160601,115952,4,20160621,214103
00011013424,TT20170280,"詳説演習位相空間論 / 三村護, 吉岡巌共著. -- 培風館, 1991.7. -- vi, 256p ; 21cm.",MA81/094,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,120152,4,20160606,132005
00120321778,TT21919789,"一冊でわかる百人一首 / 吉海直人監修. -- 成美堂出版, [2006.12]. -- 191p : 挿図 ; 22cm.",KG135/0111,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,120656,4,20160617,115511
00070111071,TT21617553,"ジャイナ教入門 / 渡辺研二著. -- 現代図書. -- v, 267p ; 18cm.",HR141/027,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,120837,4,20160617,125408
00100144462,TT21790549,"女はポルノを読む : 女性の性欲とフェミニズム / 守如子著. -- 青弓社, 2010.2. -- 246p ; 19cm. -- (青弓社ライブラリー ; 64).",EF91/0105,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121122,4,20160704,112357
00020199755,TT21315767,"NHK日本人の性行動・性意識 : データブック / NHK「日本人の性」プロジェクト編. -- 日本放送出版協会, 2002.3. -- 264p : 挿図 ; 21cm.",EF91/069,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121127,4,20160704,112358
00010099047,TT21195313,"一般生化学 / 奥原英二著. -- 改訂第4版. -- 南江堂, 2000.9. -- xi, 262p ; 26cm.",RA71/0439,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121318,4,20160620,145220
00110059355,TT21799819,"「新しい能力」は教育を変えるか : 学力・リテラシー・コンピテンシー / 松下佳代編著. -- ミネルヴァ書房, 2010.9. -- xii, 319p : 挿図 ; 22cm.",FA1/0366,,03,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121456,4,20160624,143841
00100043755,TT21606419,"渋滞学 / 西成活裕著. -- 新潮社, 2006.9. -- 251p : 挿図 ; 20cm. -- (新潮選書).",MA21/0628,,03,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121731,4,20160617,120542
00100216336,TT21801625,"新Excelコンピュータシミュレーション : 数学モデルを作って楽しく学ぼう / 三井和男著. -- 森北出版, 2010.3. -- iv, 219p ; 22cm.",MA21/0651,,03,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121737,4,20160617,120545
00940112836,TT20230474,"Mathematicaプログラミング技法 / R. メーダー著 ; 井川俊彦監訳 ; 宇田川誠一, 時田節訳. -- トッパン, 1992.3. -- xvii, 322p ; 24cm. -- (アジソンウェスレイ・トッパン情報科学シリーズ ; 21).",M159/0475,,03,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121742,4,20160617,120532
00030127481,TT21374434,"Excel&VBAで学ぶファイナンスの数理 / 木島正明, 青沼君明著. -- 金融財政事情研究会. -- ix, 253p : 挿図 ; 22cm + CD-ROM1枚.",DF111/0218,,01,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,121855,4,20160622,144520
00120204543,TT21907396,"日経プレミアPlus (プラス) / 日本経済新聞出版社編 ; v. 1 - v. 6. -- 日本経済新聞出版社, 2012.10-. -- 冊 ; 18cm.",UM11/0275,v. 2,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,122117,4,20160617,115505
00130070447,TT21141833,"大陸部 / 石井米雄, 桜井由躬雄編. -- 新版. -- 山川出版社, 1999.12. -- viii, 521, 94p, 図版 [4] p ; 20cm. -- (世界各国史 ;  5 . 東南アジア史 ; 1).",GA32/053,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,122122,4,20160721,181756
00130149061,TT21947916,"デザインの組み方 : 見てわかるレイアウトの新ルール / 甲谷一著. -- 誠文堂新光社, 2011.9. -- 159p ; 26cm.",UE65/056,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,122125,4,20160617,115542
